o_node,d_node,origin,destination,travel_time,iteration
1243-0-4-13,1021-0-99-99,1243,1021,99.0,8
1382-0-4-13,1021-0-99-99,1382,1021,178.0,8
1571-0-4-13,1021-0-99-99,1571,1021,177.0,8
1232-0-4-13,1022-0-99-99,1232,1022,153.0,8
1175-0-4-13,1023-0-99-99,1175,1023,79.0,8
1018-0-4-13,1034-0-99-99,1018,1034,28.0,8
1518-0-4-13,1034-0-99-99,1518,1034,132.0,8
1590-0-4-13,1034-0-99-99,1590,1034,159.0,8
1250-0-4-13,1035-0-99-99,1250,1035,81.0,8
1214-0-4-13,1036-0-99-99,1214,1036,150.0,8
1219-0-4-13,1036-0-99-99,1219,1036,131.0,8
1574-0-4-13,1036-0-99-99,1574,1036,197.0,8
1591-0-4-13,1036-0-99-99,1591,1036,170.0,8
1131-0-4-13,1037-0-99-99,1131,1037,132.0,8
1238-0-4-13,1037-0-99-99,1238,1037,139.0,8
1285-0-4-13,1037-0-99-99,1285,1037,69.0,8
1406-0-4-13,1037-0-99-99,1406,1037,183.0,8
1131-0-4-13,1038-0-99-99,1131,1038,130.0,8
1389-0-4-13,1038-0-99-99,1389,1038,176.0,8
1422-0-4-13,1038-0-99-99,1422,1038,137.0,8
1559-0-4-13,1038-0-99-99,1559,1038,155.0,8
1076-0-4-13,1042-0-99-99,1076,1042,45.0,8
1245-0-4-13,1042-0-99-99,1245,1042,109.0,8
1090-0-4-13,1043-0-99-99,1090,1043,53.0,8
1427-0-4-13,1043-0-99-99,1427,1043,128.0,8
1250-0-4-13,1045-0-99-99,1250,1045,61.0,8
1214-0-4-13,1046-0-99-99,1214,1046,131.0,8
1411-0-4-13,1046-0-99-99,1411,1046,160.0,8
1313-0-4-13,1047-0-99-99,1313,1047,164.0,8
1520-0-4-13,1047-0-99-99,1520,1047,130.0,8
1574-0-4-13,1049-0-99-99,1574,1049,196.0,8
1252-0-4-13,1050-0-99-99,1252,1050,72.0,8
1522-0-4-13,1050-0-99-99,1522,1050,102.0,8
1280-0-4-13,1051-0-99-99,1280,1051,50.0,8
1328-0-4-13,1051-0-99-99,1328,1051,161.0,8
1266-0-4-13,1052-0-99-99,1266,1052,48.0,8
1447-0-4-13,1052-0-99-99,1447,1052,154.0,8
1464-0-4-13,1052-0-99-99,1464,1052,149.0,8
1495-0-4-13,1052-0-99-99,1495,1052,173.0,8
1538-0-4-13,1052-0-99-99,1538,1052,78.0,8
1591-0-4-13,1055-0-99-99,1591,1055,172.0,8
1425-0-4-13,1056-0-99-99,1425,1056,152.0,8
1444-0-4-13,1056-0-99-99,1444,1056,159.0,8
1619-0-4-13,1056-0-99-99,1619,1056,205.0,8
1200-0-4-13,1057-0-99-99,1200,1057,39.0,8
1277-0-4-13,1057-0-99-99,1277,1057,46.0,8
1539-0-4-13,1057-0-99-99,1539,1057,112.0,8
1601-0-4-13,1057-0-99-99,1601,1057,160.0,8
1122-0-4-13,1058-0-99-99,1122,1058,127.0,8
1270-0-4-13,1058-0-99-99,1270,1058,47.0,8
1450-0-4-13,1058-0-99-99,1450,1058,158.0,8
1411-0-4-13,1059-0-99-99,1411,1059,169.0,8
1090-0-4-13,1060-0-99-99,1090,1060,42.0,8
1484-0-4-13,1062-0-99-99,1484,1062,172.0,8
1544-0-4-13,1063-0-99-99,1544,1063,140.0,8
1621-0-4-13,1063-0-99-99,1621,1063,210.0,8
1110-0-4-13,1065-0-99-99,1110,1065,38.0,8
1122-0-4-13,1065-0-99-99,1122,1065,106.0,8
1202-0-4-13,1065-0-99-99,1202,1065,39.0,8
1424-0-4-13,1065-0-99-99,1424,1065,153.0,8
1572-0-4-13,1065-0-99-99,1572,1065,219.0,8
1122-0-4-13,1066-0-99-99,1122,1066,128.0,8
1263-0-4-13,1067-0-99-99,1263,1067,69.0,8
1120-0-4-13,1068-0-99-99,1120,1068,105.0,8
1330-0-4-13,1068-0-99-99,1330,1068,158.0,8
1602-0-4-13,1068-0-99-99,1602,1068,161.0,8
1606-0-4-13,1068-0-99-99,1606,1068,161.0,8
1483-0-4-13,1070-0-99-99,1483,1070,157.0,8
1510-0-4-13,1076-0-99-99,1510,1076,170.0,8
1600-0-4-13,1076-0-99-99,1600,1076,170.0,8
1039-0-4-13,1078-0-99-99,1039,1078,42.0,8
1524-0-4-13,1078-0-99-99,1524,1078,142.0,8
1562-0-4-13,1078-0-99-99,1562,1078,185.0,8
1365-0-4-13,1080-0-99-99,1365,1080,189.0,8
1143-0-4-13,1085-0-99-99,1143,1085,82.0,8
1513-0-4-13,1090-0-99-99,1513,1090,170.0,8
1132-0-4-13,1104-0-99-99,1132,1104,134.0,8
1389-0-4-13,1113-0-99-99,1389,1113,187.0,8
1286-0-4-13,1114-0-99-99,1286,1114,66.0,8
1022-0-4-13,1116-0-99-99,1022,1116,51.0,8
1400-0-4-13,1118-0-99-99,1400,1118,161.0,8
1116-0-4-13,1124-0-99-99,1116,1124,34.0,8
1412-0-4-13,1139-0-99-99,1412,1139,137.0,8
1524-0-4-13,1141-0-99-99,1524,1141,176.0,8
1046-0-4-13,1142-0-99-99,1046,1142,95.0,8
1130-0-4-13,1145-0-99-99,1130,1145,35.0,8
1153-0-4-13,1146-0-99-99,1153,1146,42.0,8
1382-0-4-13,1150-0-99-99,1382,1150,141.0,8
1133-0-4-13,1156-0-99-99,1133,1156,58.0,8
1572-0-4-13,1157-0-99-99,1572,1157,220.0,8
1544-0-4-13,1160-0-99-99,1544,1160,172.0,8
1176-0-4-13,1168-0-99-99,1176,1168,47.0,8
1212-0-4-13,1170-0-99-99,1212,1170,132.0,8
1588-0-4-13,1180-0-99-99,1588,1180,179.0,8
1595-0-4-13,1187-0-99-99,1595,1187,165.0,8
1186-0-4-13,1202-0-99-99,1186,1202,30.0,8
1223-0-4-13,1203-0-99-99,1223,1203,123.0,8
1139-0-4-13,1211-0-99-99,1139,1211,82.0,8
1166-0-4-13,1218-0-99-99,1166,1218,154.0,8
1523-0-4-13,1218-0-99-99,1523,1218,126.0,8
1554-0-4-13,1218-0-99-99,1554,1218,170.0,8
1620-0-4-13,1220-0-99-99,1620,1220,188.0,8
1197-0-4-13,1227-0-99-99,1197,1227,48.0,8
1233-0-4-13,1227-0-99-99,1233,1227,150.0,8
1560-0-4-13,1243-0-99-99,1560,1243,147.0,8
1575-0-4-13,1243-0-99-99,1575,1243,183.0,8
1224-0-4-13,1247-0-99-99,1224,1247,128.0,8
1251-0-4-13,1247-0-99-99,1251,1247,54.0,8
1524-0-4-13,1253-0-99-99,1524,1253,77.0,8
1383-0-4-13,1260-0-99-99,1383,1260,200.0,8
1110-0-4-13,1272-0-99-99,1110,1272,69.0,8
1250-0-4-13,1275-0-99-99,1250,1275,35.0,8
1144-0-4-13,1277-0-99-99,1144,1277,146.0,8
1347-0-4-13,1285-0-99-99,1347,1285,167.0,8
1431-0-4-13,1285-0-99-99,1431,1285,185.0,8
1544-0-4-13,1298-0-99-99,1544,1298,192.0,8
1131-0-4-13,1299-0-99-99,1131,1299,148.0,8
1271-0-4-13,1307-0-99-99,1271,1307,136.0,8
1290-0-4-13,1307-0-99-99,1290,1307,35.0,8
1353-0-4-13,1307-0-99-99,1353,1307,141.0,8
1458-0-4-13,1313-0-99-99,1458,1313,180.0,8
1124-0-4-13,1317-0-99-99,1124,1317,34.0,8
1326-0-4-13,1317-0-99-99,1326,1317,86.0,8
1133-0-4-13,1331-0-99-99,1133,1331,130.0,8
1177-0-4-13,1355-0-99-99,1177,1355,151.0,8
1110-0-4-13,1356-0-99-99,1110,1356,167.0,8
1039-0-4-13,1357-0-99-99,1039,1357,160.0,8
1385-0-4-13,1358-0-99-99,1385,1358,164.0,8
1021-0-4-13,1361-0-99-99,1021,1361,164.0,8
1062-0-4-13,1371-0-99-99,1062,1371,161.0,8
1173-0-4-13,1378-0-99-99,1173,1378,173.0,8
1232-0-4-13,1378-0-99-99,1232,1378,212.0,8
1342-0-4-13,1378-0-99-99,1342,1378,152.0,8
1351-0-4-13,1379-0-99-99,1351,1379,146.0,8
1021-0-4-13,1386-0-99-99,1021,1386,179.0,8
1249-0-4-13,1388-0-99-99,1249,1388,209.0,8
1396-0-4-13,1388-0-99-99,1396,1388,140.0,8
1538-0-4-13,1388-0-99-99,1538,1388,209.0,8
1445-0-4-13,1391-0-99-99,1445,1391,53.0,8
1265-0-4-13,1393-0-99-99,1265,1393,167.0,8
1531-0-4-13,1393-0-99-99,1531,1393,176.0,8
1173-0-4-13,1394-0-99-99,1173,1394,155.0,8
1401-0-4-13,1395-0-99-99,1401,1395,48.0,8
1140-0-4-13,1402-0-99-99,1140,1402,146.0,8
1173-0-4-13,1402-0-99-99,1173,1402,173.0,8
1400-0-4-13,1402-0-99-99,1400,1402,55.0,8
1415-0-4-13,1402-0-99-99,1415,1402,86.0,8
1423-0-4-13,1411-0-99-99,1423,1411,66.0,8
1407-0-4-13,1415-0-99-99,1407,1415,48.0,8
1606-0-4-13,1415-0-99-99,1606,1415,183.0,8
1381-0-4-13,1421-0-99-99,1381,1421,139.0,8
1041-0-4-13,1423-0-99-99,1041,1423,134.0,8
1062-0-4-13,1442-0-99-99,1062,1442,168.0,8
1482-0-4-13,1472-0-99-99,1482,1472,57.0,8
1538-0-4-13,1476-0-99-99,1538,1476,144.0,8
1583-0-4-13,1481-0-99-99,1583,1481,136.0,8
1524-0-4-13,1486-0-99-99,1524,1486,128.0,8
1531-0-4-13,1490-0-99-99,1531,1490,100.0,8
1366-0-4-13,1492-0-99-99,1366,1492,199.0,8
1579-0-4-13,1492-0-99-99,1579,1492,38.0,8
1513-0-4-13,1503-0-99-99,1513,1503,135.0,8
1021-0-4-13,1519-0-99-99,1021,1519,135.0,8
1495-0-4-13,1529-0-99-99,1495,1529,148.0,8
1428-0-4-13,1530-0-99-99,1428,1530,157.0,8
1443-0-4-13,1530-0-99-99,1443,1530,157.0,8
1577-0-4-13,1536-0-99-99,1577,1536,173.0,8
1569-0-4-13,1543-0-99-99,1569,1543,184.0,8
1182-0-4-13,1544-0-99-99,1182,1544,182.0,8
1021-0-4-13,1545-0-99-99,1021,1545,126.0,8
1515-0-4-13,1561-0-99-99,1515,1561,54.0,8
1245-0-4-13,1582-0-99-99,1245,1582,54.0,8
1154-0-4-13,1599-0-99-99,1154,1599,180.0,8
1562-0-4-13,1607-0-99-99,1562,1607,112.0,8
1436-0-4-13,1081-0-99-99,1436,1081,164.0,8
1506-0-4-13,1002-0-99-99,1506,1002,152.0,9
1126-0-4-13,1006-0-99-99,1126,1006,150.0,9
1243-0-4-13,1021-0-99-99,1243,1021,139.0,9
1382-0-4-13,1021-0-99-99,1382,1021,183.0,9
1571-0-4-13,1021-0-99-99,1571,1021,177.0,9
1232-0-4-13,1022-0-99-99,1232,1022,153.0,9
1175-0-4-13,1023-0-99-99,1175,1023,79.0,9
1018-0-4-13,1034-0-99-99,1018,1034,28.0,9
1518-0-4-13,1034-0-99-99,1518,1034,159.0,9
1590-0-4-13,1034-0-99-99,1590,1034,175.0,9
1250-0-4-13,1035-0-99-99,1250,1035,81.0,9
1214-0-4-13,1036-0-99-99,1214,1036,150.0,9
1219-0-4-13,1036-0-99-99,1219,1036,131.0,9
1574-0-4-13,1036-0-99-99,1574,1036,197.0,9
1591-0-4-13,1036-0-99-99,1591,1036,170.0,9
1131-0-4-13,1037-0-99-99,1131,1037,132.0,9
1238-0-4-13,1037-0-99-99,1238,1037,150.0,9
1285-0-4-13,1037-0-99-99,1285,1037,152.0,9
1406-0-4-13,1037-0-99-99,1406,1037,183.0,9
1131-0-4-13,1038-0-99-99,1131,1038,130.0,9
1389-0-4-13,1038-0-99-99,1389,1038,176.0,9
1422-0-4-13,1038-0-99-99,1422,1038,157.0,9
1559-0-4-13,1038-0-99-99,1559,1038,169.0,9
1076-0-4-13,1042-0-99-99,1076,1042,45.0,9
1245-0-4-13,1042-0-99-99,1245,1042,144.0,9
1090-0-4-13,1043-0-99-99,1090,1043,53.0,9
1427-0-4-13,1043-0-99-99,1427,1043,133.0,9
1250-0-4-13,1045-0-99-99,1250,1045,61.0,9
1214-0-4-13,1046-0-99-99,1214,1046,131.0,9
1411-0-4-13,1046-0-99-99,1411,1046,160.0,9
1313-0-4-13,1047-0-99-99,1313,1047,164.0,9
1520-0-4-13,1047-0-99-99,1520,1047,145.0,9
1574-0-4-13,1049-0-99-99,1574,1049,196.0,9
1252-0-4-13,1050-0-99-99,1252,1050,72.0,9
1522-0-4-13,1050-0-99-99,1522,1050,155.0,9
1280-0-4-13,1051-0-99-99,1280,1051,50.0,9
1328-0-4-13,1051-0-99-99,1328,1051,161.0,9
1266-0-4-13,1052-0-99-99,1266,1052,48.0,9
1447-0-4-13,1052-0-99-99,1447,1052,154.0,9
1464-0-4-13,1052-0-99-99,1464,1052,149.0,9
1495-0-4-13,1052-0-99-99,1495,1052,173.0,9
1538-0-4-13,1052-0-99-99,1538,1052,78.0,9
1591-0-4-13,1055-0-99-99,1591,1055,173.0,9
1425-0-4-13,1056-0-99-99,1425,1056,152.0,9
1444-0-4-13,1056-0-99-99,1444,1056,159.0,9
1619-0-4-13,1056-0-99-99,1619,1056,205.0,9
1200-0-4-13,1057-0-99-99,1200,1057,39.0,9
1277-0-4-13,1057-0-99-99,1277,1057,46.0,9
1539-0-4-13,1057-0-99-99,1539,1057,112.0,9
1601-0-4-13,1057-0-99-99,1601,1057,178.0,9
1122-0-4-13,1058-0-99-99,1122,1058,127.0,9
1270-0-4-13,1058-0-99-99,1270,1058,47.0,9
1450-0-4-13,1058-0-99-99,1450,1058,158.0,9
1411-0-4-13,1059-0-99-99,1411,1059,169.0,9
1090-0-4-13,1060-0-99-99,1090,1060,42.0,9
1484-0-4-13,1062-0-99-99,1484,1062,172.0,9
1544-0-4-13,1063-0-99-99,1544,1063,140.0,9
1621-0-4-13,1063-0-99-99,1621,1063,210.0,9
1110-0-4-13,1065-0-99-99,1110,1065,38.0,9
1122-0-4-13,1065-0-99-99,1122,1065,106.0,9
1202-0-4-13,1065-0-99-99,1202,1065,39.0,9
1424-0-4-13,1065-0-99-99,1424,1065,153.0,9
1572-0-4-13,1065-0-99-99,1572,1065,219.0,9
1122-0-4-13,1066-0-99-99,1122,1066,128.0,9
1263-0-4-13,1067-0-99-99,1263,1067,69.0,9
1120-0-4-13,1068-0-99-99,1120,1068,105.0,9
1330-0-4-13,1068-0-99-99,1330,1068,158.0,9
1602-0-4-13,1068-0-99-99,1602,1068,178.0,9
1606-0-4-13,1068-0-99-99,1606,1068,178.0,9
1483-0-4-13,1070-0-99-99,1483,1070,161.0,9
1510-0-4-13,1076-0-99-99,1510,1076,170.0,9
1600-0-4-13,1076-0-99-99,1600,1076,191.0,9
1039-0-4-13,1078-0-99-99,1039,1078,42.0,9
1524-0-4-13,1078-0-99-99,1524,1078,169.0,9
1562-0-4-13,1078-0-99-99,1562,1078,185.0,9
1365-0-4-13,1080-0-99-99,1365,1080,189.0,9
1143-0-4-13,1085-0-99-99,1143,1085,82.0,9
1513-0-4-13,1090-0-99-99,1513,1090,187.0,9
1132-0-4-13,1104-0-99-99,1132,1104,134.0,9
1389-0-4-13,1113-0-99-99,1389,1113,187.0,9
1286-0-4-13,1114-0-99-99,1286,1114,66.0,9
1022-0-4-13,1116-0-99-99,1022,1116,51.0,9
1400-0-4-13,1118-0-99-99,1400,1118,161.0,9
1116-0-4-13,1124-0-99-99,1116,1124,34.0,9
1412-0-4-13,1139-0-99-99,1412,1139,137.0,9
1524-0-4-13,1141-0-99-99,1524,1141,192.0,9
1046-0-4-13,1142-0-99-99,1046,1142,135.0,9
1130-0-4-13,1145-0-99-99,1130,1145,35.0,9
1153-0-4-13,1146-0-99-99,1153,1146,55.0,9
1382-0-4-13,1150-0-99-99,1382,1150,141.0,9
1133-0-4-13,1156-0-99-99,1133,1156,58.0,9
1572-0-4-13,1157-0-99-99,1572,1157,220.0,9
1544-0-4-13,1160-0-99-99,1544,1160,172.0,9
1176-0-4-13,1168-0-99-99,1176,1168,47.0,9
1212-0-4-13,1170-0-99-99,1212,1170,132.0,9
1588-0-4-13,1180-0-99-99,1588,1180,179.0,9
1595-0-4-13,1187-0-99-99,1595,1187,165.0,9
1186-0-4-13,1202-0-99-99,1186,1202,30.0,9
1223-0-4-13,1203-0-99-99,1223,1203,143.0,9
1139-0-4-13,1211-0-99-99,1139,1211,141.0,9
1166-0-4-13,1218-0-99-99,1166,1218,154.0,9
1523-0-4-13,1218-0-99-99,1523,1218,139.0,9
1554-0-4-13,1218-0-99-99,1554,1218,170.0,9
1620-0-4-13,1220-0-99-99,1620,1220,188.0,9
1197-0-4-13,1227-0-99-99,1197,1227,48.0,9
1233-0-4-13,1227-0-99-99,1233,1227,150.0,9
1560-0-4-13,1243-0-99-99,1560,1243,155.0,9
1575-0-4-13,1243-0-99-99,1575,1243,183.0,9
1224-0-4-13,1247-0-99-99,1224,1247,128.0,9
1251-0-4-13,1247-0-99-99,1251,1247,54.0,9
1524-0-4-13,1253-0-99-99,1524,1253,139.0,9
1383-0-4-13,1260-0-99-99,1383,1260,212.0,9
1110-0-4-13,1272-0-99-99,1110,1272,69.0,9
1250-0-4-13,1275-0-99-99,1250,1275,35.0,9
1144-0-4-13,1277-0-99-99,1144,1277,146.0,9
1347-0-4-13,1285-0-99-99,1347,1285,167.0,9
1431-0-4-13,1285-0-99-99,1431,1285,198.0,9
1544-0-4-13,1298-0-99-99,1544,1298,192.0,9
1131-0-4-13,1299-0-99-99,1131,1299,148.0,9
1271-0-4-13,1307-0-99-99,1271,1307,136.0,9
1290-0-4-13,1307-0-99-99,1290,1307,35.0,9
1353-0-4-13,1307-0-99-99,1353,1307,141.0,9
1458-0-4-13,1313-0-99-99,1458,1313,180.0,9
1124-0-4-13,1317-0-99-99,1124,1317,34.0,9
1326-0-4-13,1317-0-99-99,1326,1317,86.0,9
1133-0-4-13,1331-0-99-99,1133,1331,130.0,9
1177-0-4-13,1355-0-99-99,1177,1355,151.0,9
1110-0-4-13,1356-0-99-99,1110,1356,167.0,9
1039-0-4-13,1357-0-99-99,1039,1357,166.0,9
1385-0-4-13,1358-0-99-99,1385,1358,164.0,9
1021-0-4-13,1361-0-99-99,1021,1361,164.0,9
1062-0-4-13,1371-0-99-99,1062,1371,161.0,9
1173-0-4-13,1378-0-99-99,1173,1378,173.0,9
1232-0-4-13,1378-0-99-99,1232,1378,212.0,9
1342-0-4-13,1378-0-99-99,1342,1378,152.0,9
1351-0-4-13,1379-0-99-99,1351,1379,146.0,9
1021-0-4-13,1386-0-99-99,1021,1386,179.0,9
1249-0-4-13,1388-0-99-99,1249,1388,209.0,9
1396-0-4-13,1388-0-99-99,1396,1388,140.0,9
1538-0-4-13,1388-0-99-99,1538,1388,209.0,9
1445-0-4-13,1391-0-99-99,1445,1391,53.0,9
1265-0-4-13,1393-0-99-99,1265,1393,167.0,9
1531-0-4-13,1393-0-99-99,1531,1393,184.0,9
1173-0-4-13,1394-0-99-99,1173,1394,155.0,9
1401-0-4-13,1395-0-99-99,1401,1395,48.0,9
1140-0-4-13,1402-0-99-99,1140,1402,146.0,9
1173-0-4-13,1402-0-99-99,1173,1402,173.0,9
1400-0-4-13,1402-0-99-99,1400,1402,55.0,9
1415-0-4-13,1402-0-99-99,1415,1402,146.0,9
1423-0-4-13,1411-0-99-99,1423,1411,66.0,9
1407-0-4-13,1415-0-99-99,1407,1415,48.0,9
1606-0-4-13,1415-0-99-99,1606,1415,183.0,9
1381-0-4-13,1421-0-99-99,1381,1421,139.0,9
1041-0-4-13,1423-0-99-99,1041,1423,134.0,9
1062-0-4-13,1442-0-99-99,1062,1442,168.0,9
1482-0-4-13,1472-0-99-99,1482,1472,57.0,9
1538-0-4-13,1476-0-99-99,1538,1476,151.0,9
1583-0-4-13,1481-0-99-99,1583,1481,136.0,9
1524-0-4-13,1486-0-99-99,1524,1486,128.0,9
1531-0-4-13,1490-0-99-99,1531,1490,100.0,9
1366-0-4-13,1492-0-99-99,1366,1492,205.0,9
1579-0-4-13,1492-0-99-99,1579,1492,38.0,9
1513-0-4-13,1503-0-99-99,1513,1503,135.0,9
1021-0-4-13,1519-0-99-99,1021,1519,135.0,9
1495-0-4-13,1529-0-99-99,1495,1529,148.0,9
1428-0-4-13,1530-0-99-99,1428,1530,186.0,9
1443-0-4-13,1530-0-99-99,1443,1530,165.0,9
1577-0-4-13,1536-0-99-99,1577,1536,173.0,9
1569-0-4-13,1543-0-99-99,1569,1543,184.0,9
1182-0-4-13,1544-0-99-99,1182,1544,186.0,9
1021-0-4-13,1545-0-99-99,1021,1545,126.0,9
1515-0-4-13,1561-0-99-99,1515,1561,54.0,9
1245-0-4-13,1582-0-99-99,1245,1582,54.0,9
1154-0-4-13,1599-0-99-99,1154,1599,180.0,9
1562-0-4-13,1607-0-99-99,1562,1607,112.0,9
1436-0-4-13,1081-0-99-99,1436,1081,183.0,9
1506-0-4-13,1002-0-99-99,1506,1002,152.0,10
1126-0-4-13,1006-0-99-99,1126,1006,150.0,10
1243-0-4-13,1021-0-99-99,1243,1021,139.0,10
1382-0-4-13,1021-0-99-99,1382,1021,183.0,10
1571-0-4-13,1021-0-99-99,1571,1021,184.0,10
1232-0-4-13,1022-0-99-99,1232,1022,153.0,10
1175-0-4-13,1023-0-99-99,1175,1023,79.0,10
1018-0-4-13,1034-0-99-99,1018,1034,33.0,10
1518-0-4-13,1034-0-99-99,1518,1034,159.0,10
1590-0-4-13,1034-0-99-99,1590,1034,175.0,10
1250-0-4-13,1035-0-99-99,1250,1035,129.0,10
1214-0-4-13,1036-0-99-99,1214,1036,150.0,10
1219-0-4-13,1036-0-99-99,1219,1036,131.0,10
1574-0-4-13,1036-0-99-99,1574,1036,197.0,10
1591-0-4-13,1036-0-99-99,1591,1036,170.0,10
1131-0-4-13,1037-0-99-99,1131,1037,137.0,10
1238-0-4-13,1037-0-99-99,1238,1037,150.0,10
1285-0-4-13,1037-0-99-99,1285,1037,152.0,10
1406-0-4-13,1037-0-99-99,1406,1037,183.0,10
1131-0-4-13,1038-0-99-99,1131,1038,136.0,10
1389-0-4-13,1038-0-99-99,1389,1038,176.0,10
1422-0-4-13,1038-0-99-99,1422,1038,157.0,10
1559-0-4-13,1038-0-99-99,1559,1038,188.0,10
1076-0-4-13,1042-0-99-99,1076,1042,45.0,10
1245-0-4-13,1042-0-99-99,1245,1042,144.0,10
1090-0-4-13,1043-0-99-99,1090,1043,53.0,10
1427-0-4-13,1043-0-99-99,1427,1043,133.0,10
1250-0-4-13,1045-0-99-99,1250,1045,61.0,10
1214-0-4-13,1046-0-99-99,1214,1046,131.0,10
1411-0-4-13,1046-0-99-99,1411,1046,160.0,10
1313-0-4-13,1047-0-99-99,1313,1047,164.0,10
1520-0-4-13,1047-0-99-99,1520,1047,145.0,10
1574-0-4-13,1049-0-99-99,1574,1049,196.0,10
1252-0-4-13,1050-0-99-99,1252,1050,141.0,10
1522-0-4-13,1050-0-99-99,1522,1050,155.0,10
1280-0-4-13,1051-0-99-99,1280,1051,50.0,10
1328-0-4-13,1051-0-99-99,1328,1051,161.0,10
1266-0-4-13,1052-0-99-99,1266,1052,65.0,10
1447-0-4-13,1052-0-99-99,1447,1052,154.0,10
1464-0-4-13,1052-0-99-99,1464,1052,149.0,10
1495-0-4-13,1052-0-99-99,1495,1052,173.0,10
1538-0-4-13,1052-0-99-99,1538,1052,139.0,10
1591-0-4-13,1055-0-99-99,1591,1055,173.0,10
1425-0-4-13,1056-0-99-99,1425,1056,152.0,10
1444-0-4-13,1056-0-99-99,1444,1056,159.0,10
1619-0-4-13,1056-0-99-99,1619,1056,205.0,10
1200-0-4-13,1057-0-99-99,1200,1057,39.0,10
1277-0-4-13,1057-0-99-99,1277,1057,46.0,10
1539-0-4-13,1057-0-99-99,1539,1057,146.0,10
1601-0-4-13,1057-0-99-99,1601,1057,178.0,10
1122-0-4-13,1058-0-99-99,1122,1058,132.0,10
1270-0-4-13,1058-0-99-99,1270,1058,47.0,10
1450-0-4-13,1058-0-99-99,1450,1058,158.0,10
1411-0-4-13,1059-0-99-99,1411,1059,169.0,10
1090-0-4-13,1060-0-99-99,1090,1060,42.0,10
1484-0-4-13,1062-0-99-99,1484,1062,181.0,10
1544-0-4-13,1063-0-99-99,1544,1063,151.0,10
1621-0-4-13,1063-0-99-99,1621,1063,210.0,10
1110-0-4-13,1065-0-99-99,1110,1065,38.0,10
1122-0-4-13,1065-0-99-99,1122,1065,127.0,10
1202-0-4-13,1065-0-99-99,1202,1065,39.0,10
1424-0-4-13,1065-0-99-99,1424,1065,153.0,10
1572-0-4-13,1065-0-99-99,1572,1065,219.0,10
1122-0-4-13,1066-0-99-99,1122,1066,128.0,10
1263-0-4-13,1067-0-99-99,1263,1067,69.0,10
1120-0-4-13,1068-0-99-99,1120,1068,130.0,10
1330-0-4-13,1068-0-99-99,1330,1068,158.0,10
1602-0-4-13,1068-0-99-99,1602,1068,178.0,10
1606-0-4-13,1068-0-99-99,1606,1068,178.0,10
1483-0-4-13,1070-0-99-99,1483,1070,161.0,10
1510-0-4-13,1076-0-99-99,1510,1076,170.0,10
1600-0-4-13,1076-0-99-99,1600,1076,191.0,10
1039-0-4-13,1078-0-99-99,1039,1078,42.0,10
1524-0-4-13,1078-0-99-99,1524,1078,169.0,10
1562-0-4-13,1078-0-99-99,1562,1078,201.0,10
1365-0-4-13,1080-0-99-99,1365,1080,191.0,10
1143-0-4-13,1085-0-99-99,1143,1085,95.0,10
1513-0-4-13,1090-0-99-99,1513,1090,187.0,10
1132-0-4-13,1104-0-99-99,1132,1104,134.0,10
1389-0-4-13,1113-0-99-99,1389,1113,187.0,10
1286-0-4-13,1114-0-99-99,1286,1114,66.0,10
1022-0-4-13,1116-0-99-99,1022,1116,51.0,10
1400-0-4-13,1118-0-99-99,1400,1118,161.0,10
1116-0-4-13,1124-0-99-99,1116,1124,34.0,10
1412-0-4-13,1139-0-99-99,1412,1139,137.0,10
1524-0-4-13,1141-0-99-99,1524,1141,192.0,10
1046-0-4-13,1142-0-99-99,1046,1142,135.0,10
1130-0-4-13,1145-0-99-99,1130,1145,35.0,10
1153-0-4-13,1146-0-99-99,1153,1146,55.0,10
1382-0-4-13,1150-0-99-99,1382,1150,141.0,10
1133-0-4-13,1156-0-99-99,1133,1156,58.0,10
1572-0-4-13,1157-0-99-99,1572,1157,220.0,10
1544-0-4-13,1160-0-99-99,1544,1160,172.0,10
1176-0-4-13,1168-0-99-99,1176,1168,47.0,10
1212-0-4-13,1170-0-99-99,1212,1170,132.0,10
1588-0-4-13,1180-0-99-99,1588,1180,179.0,10
1595-0-4-13,1187-0-99-99,1595,1187,179.0,10
1186-0-4-13,1202-0-99-99,1186,1202,30.0,10
1223-0-4-13,1203-0-99-99,1223,1203,143.0,10
1139-0-4-13,1211-0-99-99,1139,1211,141.0,10
1166-0-4-13,1218-0-99-99,1166,1218,154.0,10
1523-0-4-13,1218-0-99-99,1523,1218,139.0,10
1554-0-4-13,1218-0-99-99,1554,1218,188.0,10
1620-0-4-13,1220-0-99-99,1620,1220,195.0,10
1197-0-4-13,1227-0-99-99,1197,1227,48.0,10
1233-0-4-13,1227-0-99-99,1233,1227,150.0,10
1560-0-4-13,1243-0-99-99,1560,1243,168.0,10
1575-0-4-13,1243-0-99-99,1575,1243,183.0,10
1224-0-4-13,1247-0-99-99,1224,1247,128.0,10
1251-0-4-13,1247-0-99-99,1251,1247,54.0,10
1524-0-4-13,1253-0-99-99,1524,1253,139.0,10
1383-0-4-13,1260-0-99-99,1383,1260,212.0,10
1110-0-4-13,1272-0-99-99,1110,1272,69.0,10
1250-0-4-13,1275-0-99-99,1250,1275,35.0,10
1144-0-4-13,1277-0-99-99,1144,1277,146.0,10
