INT_ID,int_lon,int_lat,stop_id,stop_code,stop_lon,stop_lat,stop_name
221,-79.337786,43.681048,14506.0,13744,-79.337786,43.681048,DONLANDS STATION - WESTBOUND PLATFORM
210,-79.435477,43.660199,14478.0,13765,-79.435477,43.660199,DUFFERIN STATION - EASTBOUND PLATFORM
403,-79.367789,43.770847,14533.0,13848,-79.367789,43.770847,LESLIE STATION - EASTBOUND PLATFORM
403,-79.367789,43.770847,14536.0,13847,-79.367789,43.770847,LESLIE STATION - WESTBOUND PLATFORM
157,-79.405189,43.670249,14427.0,13853,-79.405189,43.670249,SPADINA STATION - NORTHBOUND PLATFORM
157,-79.405189,43.670249,14444.0,13854,-79.405189,43.670249,SPADINA STATION - SOUTHBOUND PLATFORM
154,-79.39069,43.659834,14424.0,13824,-79.39069,43.659834,QUEEN'S PARK STATION - NORTHBOUND PLATFORM
154,-79.39069,43.659834,14447.0,13823,-79.39069,43.659834,QUEEN'S PARK STATION - SOUTHBOUND PLATFORM
107,-79.388788,43.676748,14458.0,13804,-79.388788,43.676748,ROSEDALE STATION - NORTHBOUND PLATFORM
106,-79.385918,43.671043,14414.0,13864,-79.385918,43.671043,BLOOR STATION - SOUTHBOUND PLATFORM
404,-79.346589,43.775547,14534.0,14949,-79.346589,43.775547,DON MILLS STATION - SUBWAY PLATFORM
164,-79.450792,43.734547,14434.0,13840,-79.450792,43.734547,WILSON STATION - NORTHBOUND PLATFORM
217,-79.368988,43.673748,14510.0,13751,-79.368988,43.673748,CASTLE FRANK STATION - WESTBOUND PLATFORM
203,-79.483892,43.650148,14525.0,13778,-79.483892,43.650148,JANE STATION - WESTBOUND PLATFORM
217,-79.368988,43.673748,14487.0,13752,-79.368988,43.673748,CASTLE FRANK STATION - EASTBOUND PLATFORM
304,-79.257285,43.774648,14551.0,14118,-79.257285,43.774648,SCARBOROUGH CENTRE STATION - EASTBOUND PLATFORM
218,-79.358387,43.676948,14488.0,13749,-79.358387,43.676948,BROADVIEW STATION - EASTBOUND PLATFORM
218,-79.358387,43.676948,14509.0,13750,-79.358387,43.676948,BROADVIEW STATION - WESTBOUND PLATFORM
223,-79.322786,43.684148,14493.0,13739,-79.322786,43.684148,COXWELL STATION - EASTBOUND PLATFORM
225,-79.301585,43.688948,14495.0,13735,-79.301585,43.688948,MAIN STREET STATION - EASTBOUND PLATFORM
159,-79.41589,43.684048,14429.0,13829,-79.41589,43.684048,ST CLAIR WEST STATION - NORTHBOUND PLATFORM
225,-79.301585,43.688948,14502.0,13736,-79.301585,43.688948,MAIN STREET STATION - WESTBOUND PLATFORM
155,-79.393467,43.666621,14425.0,13825,-79.393467,43.666621,MUSEUM STATION - NORTHBOUND PLATFORM
155,-79.393467,43.666621,14446.0,13826,-79.393467,43.666621,MUSEUM STATION - SOUTHBOUND PLATFORM
165,-79.462781,43.750204,14435.0,14945,-79.462781,43.750204,DOWNSVIEW STATION - SUBWAY PLATFORM
212,-79.418395,43.664275,14517.0,13762,-79.418395,43.664275,CHRISTIE STATION - WESTBOUND PLATFORM
159,-79.41589,43.684048,14442.0,13830,-79.41589,43.684048,ST CLAIR WEST STATION - SOUTHBOUND PLATFORM
223,-79.322786,43.684148,14504.0,13740,-79.322786,43.684148,COXWELL STATION - WESTBOUND PLATFORM
203,-79.483892,43.650148,14472.0,13777,-79.483892,43.650148,JANE STATION - EASTBOUND PLATFORM
201,-79.524192,43.645147,14528.0,13783,-79.524192,43.645147,ISLINGTON STATION - WESTBOUND PLATFORM
208,-79.452723,43.657023,14476.0,13769,-79.452723,43.657023,DUNDAS WEST STATION - EASTBOUND PLATFORM
304,-79.257285,43.774648,14542.0,14119,-79.257285,43.774648,SCARBOROUGH CENTRE STATION - WESTBOUND PLATFORM
111,-79.398648,43.705227,14409.0,13795,-79.398648,43.705227,EGLINTON STATION - SOUTHBOUND PLATFORM
111,-79.398648,43.705227,14462.0,13796,-79.398648,43.705227,EGLINTON STATION - NORTHBOUND PLATFORM
160,-79.436091,43.699148,14430.0,13832,-79.436091,43.699148,EGLINTON WEST STATION - NORTHBOUND PLATFORM
160,-79.436091,43.699148,14441.0,13831,-79.436091,43.699148,EGLINTON WEST STATION - SOUTHBOUND PLATFORM
302,-79.276507,43.766714,14544.0,13728,-79.276507,43.766714,ELLESMERE STATION - SOUTHBOUND PLATFORM
302,-79.276507,43.766714,14549.0,13727,-79.276507,43.766714,ELLESMERE STATION - NORTHBOUND PLATFORM
116,-79.415291,43.780847,14404.0,14111,-79.415291,43.780847,FINCH STATION - SOUTHBOUND PLATFORM
116,-79.415291,43.780847,14467.0,14944,-79.415291,43.780847,FINCH STATION - SUBWAY PLATFORM
301,-79.270436,43.750475,14548.0,13730,-79.270436,43.750475,LAWRENCE EAST STATION - NORTHBOUND PLATFORM
211,-79.42629,43.662448,14479.0,13764,-79.42629,43.662448,OSSINGTON STATION - EASTBOUND PLATFORM
301,-79.270436,43.750475,14545.0,13729,-79.270436,43.750475,LAWRENCE EAST STATION - SOUTHBOUND PLATFORM
211,-79.42629,43.662448,14518.0,13763,-79.42629,43.662448,OSSINGTON STATION - WESTBOUND PLATFORM
201,-79.524192,43.645147,14469.0,13784,-79.524192,43.645147,ISLINGTON STATION - EASTBOUND PLATFORM
212,-79.418395,43.664275,14480.0,13761,-79.418395,43.664275,CHRISTIE STATION - EASTBOUND PLATFORM
404,-79.346589,43.775547,14535.0,14109,-79.346589,43.775547,DON MILLS STATION - WESTBOUND PLATFORM
165,-79.462781,43.750204,14436.0,14110,-79.462781,43.750204,DOWNSVIEW STATION - SOUTHBOUND PLATFORM
303,-79.272179,43.7704,14543.0,13726,-79.272179,43.7704,MIDLAND STATION - WESTBOUND PLATFORM
102,-79.379616,43.652738,14453.0,13812,-79.379616,43.652738,QUEEN STATION - NORTHBOUND PLATFORM
156,-79.398089,43.668848,14483.0,13856,-79.398089,43.668848,ST GEORGE STATION - EASTBOUND PLATFORM
156,-79.398089,43.668848,14445.0,13857,-79.398089,43.668848,ST GEORGE STATION - SOUTHBOUND PLATFORM
156,-79.398089,43.668848,14426.0,13858,-79.398089,43.668848,ST GEORGE STATION - NORTHBOUND PLATFORM
153,-79.388225,43.654618,14423.0,13821,-79.388225,43.654618,ST PATRICK STATION - NORTHBOUND PLATFORM
153,-79.388225,43.654618,14448.0,13822,-79.388225,43.654618,ST PATRICK STATION - SOUTHBOUND PLATFORM
303,-79.272179,43.7704,14550.0,13725,-79.272179,43.7704,MIDLAND STATION - EASTBOUND PLATFORM
152,-79.386959,43.651122,14422.0,13820,-79.386959,43.651122,OSGOODE STATION - NORTHBOUND PLATFORM
104,-79.383103,43.660789,14416.0,13807,-79.383103,43.660789,COLLEGE STATION - SOUTHBOUND PLATFORM
152,-79.386959,43.651122,14449.0,13819,-79.386959,43.651122,OSGOODE STATION - SOUTHBOUND PLATFORM
101,-79.378109,43.649061,14419.0,13814,-79.378109,43.649061,KING STATION - SOUTHBOUND PLATFORM
101,-79.378109,43.649061,14452.0,13813,-79.378109,43.649061,KING STATION - NORTHBOUND PLATFORM
151,-79.385004,43.647605,14421.0,13817,-79.385004,43.647605,ST ANDREW STATION - NORTHBOUND PLATFORM
151,-79.385004,43.647605,14450.0,13818,-79.385004,43.647605,ST ANDREW STATION - SOUTHBOUND PLATFORM
104,-79.383103,43.660789,14455.0,13808,-79.383103,43.660789,COLLEGE STATION - NORTHBOUND PLATFORM
102,-79.379616,43.652738,14418.0,13811,-79.379616,43.652738,QUEEN STATION - SOUTHBOUND PLATFORM
156,-79.398089,43.668848,14514.0,13855,-79.398089,43.668848,ST GEORGE STATION - WESTBOUND PLATFORM
224,-79.312686,43.686548,14494.0,13738,-79.312686,43.686548,WOODBINE STATION - EASTBOUND PLATFORM
216,-79.376161,43.672103,14511.0,13754,-79.376161,43.672103,SHERBOURNE STATION - WESTBOUND PLATFORM
305,-79.251654,43.774882,14541.0,13722,-79.251654,43.774882,MCCOWAN STATION - WESTBOUND PLATFORM
305,-79.251654,43.774882,14552.0,13721,-79.251654,43.774882,MCCOWAN STATION - PLATFORM
216,-79.376161,43.672103,14486.0,13753,-79.376161,43.672103,SHERBOURNE STATION - EASTBOUND PLATFORM
219,-79.352497,43.678239,14508.0,13747,-79.352497,43.678239,CHESTER STATION - WESTBOUND PLATFORM
219,-79.352497,43.678239,14489.0,13748,-79.352497,43.678239,CHESTER STATION - EASTBOUND PLATFORM
224,-79.312686,43.686548,14503.0,13737,-79.312686,43.686548,WOODBINE STATION - WESTBOUND PLATFORM
226,-79.288985,43.694448,14501.0,13733,-79.288985,43.694448,VICTORIA PARK STATION - WESTBOUND PLATFORM
226,-79.288985,43.694448,14496.0,13734,-79.288985,43.694448,VICTORIA PARK STATION - EASTBOUND PLATFORM
204,-79.495092,43.650148,14526.0,13779,-79.495092,43.650148,OLD MILL STATION - WESTBOUND PLATFORM
220,-79.344787,43.680148,14507.0,13745,-79.344787,43.680148,PAPE STATION - WESTBOUND PLATFORM
204,-79.495092,43.650148,14471.0,13780,-79.495092,43.650148,OLD MILL STATION - EASTBOUND PLATFORM
163,-79.447693,43.724595,14433.0,13837,-79.447693,43.724595,YORKDALE STATION - NORTHBOUND PLATFORM
163,-79.447693,43.724595,14438.0,13838,-79.447693,43.724595,YORKDALE STATION - SOUTHBOUND PLATFORM
220,-79.344787,43.680148,14490.0,13746,-79.344787,43.680148,PAPE STATION - EASTBOUND PLATFORM
106,-79.385918,43.671043,14457.0,13863,-79.385918,43.671043,BLOOR STATION - NORTHBOUND PLATFORM
13465703,-79.434313454,43.6571226,13160.0,S_DMBL,-79.434315,43.657135,DUFFERIN MALL AT BLOOR ST. W.
13454197,-79.482069737,43.726642385,13402.0,S_KEWI,-79.482068,43.726626,KEELE ST. AT WILSON AVE.
13454827,-79.29492452,43.719317857,14116.0,S_PHCO,-79.294923,43.719301,PHARMACY AVE AT COMSTOCK AVE
14606950,-79.221072211,43.819698288,14967.0,S_STMO,-79.221071,43.819679,MORNINGSIDE AVE. & STAINES RD.
13447211,-79.186225546,43.768408999,14655.0,S_MLAW,-79.186221,43.768396,MORNINGSIDE AVE & LAWRENCE AVE
13462698,-79.4957082,43.676201328,14072.0,S_JAAL,-79.495703,43.676192,JANE ST AT ALLIANCE AVE
13467923,-79.374709353,43.641928695,13669.0,S_QQYO,-79.374704,43.641922,YONGE ST. AT QUEEN'S QUAY
13454806,-79.558922173,43.72311204,13357.0,S_IELM,-79.558917,43.723101,ISLINGTON AVE. AT ELMHURST DR.
14232506,-79.297422945,43.684535053,4297.0,9682,-79.297421,43.684505,GERRARD ST EAST AT OSBORNE AVE
13444973,-79.16069085,43.785301127,13440.0,S_LAME,-79.160685,43.785293,LAWSON RD. AT MEADOWVALE RD.
13459820,-79.296771644,43.689305049,15171.0,S_DFDS,-79.296765,43.689296,DANFORTH AVE & DAWES ROAD
13444084,-79.163565701,43.792487146,13243.0,S_ELMV,-79.163559,43.792479,ELLESMERE RD. AT MEADOWVALE RD.
13454337,-79.236019123,43.72203282,13429.0,S_KRSC,-79.236012,43.722026,ST. CLAIR AVE. AT KINGSTON RD.
13444687,-79.183257088,43.787851884,13104.0,S_CNEL,-79.18325,43.787844,CONLINS RD. AT ELLESMERE RD.
13454867,-79.240363427,43.718226344,13425.0,S_KRBR,-79.240356,43.718219,KINGSTON RD. AT BRIMLEY RD.
13450997,-79.218913538,43.743182014,13248.0,S_EMAR,-79.218906,43.743174,EGLINTON AVE. E. AT MARKHAM RD.
13444869,-79.188310594,43.78657849,13242.0,S_ELMT,-79.188303,43.786571,ELLESMERE RD. AT MILITARY TRAIL
13451513,-79.232053988,43.740260716,12992.0,S_BEEG,-79.232046,43.740253,BELLAMY RD. AT EGLINTON AVE. E.
13455179,-79.261334057,43.716525807,13757.0,S_SCKE,-79.261326,43.716519,ST.CLAIR AVE. E. AT KENNEDY RD.
13448868,-79.235267231,43.757721789,12994.0,S_BELA,-79.235259,43.757714,BELLAMY RD. AT LAWRENCE AVE. E.
13452476,-79.25810431,43.734530683,13520.0,S_MEGL,-79.258096,43.734523,MIDLAND AVE. AT EGLINTON AVE. E.
13442514,-79.2027244,43.808934294,13560.0,S_MNMC,-79.202716,43.808926,MORNINGSIDE AVE. AT MCLEVIN AVE.
13442521,-79.170811425,43.808376217,13791.0,S_SHMV,-79.170803,43.808368,MEADOWVALE RD. AT SHEPPARD AV. E.
13457893,-79.265192487,43.699929187,13002.0,S_BIHI,-79.265184,43.699922,BIRCHMOUNT RD AT HIGHVIEW AVE
13452119,-79.248084587,43.736696453,13033.0,S_BREG,-79.248076,43.736689,BRIMLEY RD. AT EGLINTON AVE. E.
13449204,-79.245422779,43.755548525,13507.0,S_MCLA,-79.245414,43.755541,MCCOWAN RD. AT LAWRENCE AVE. E.
13446514,-79.241759809,43.774334937,12993.0,S_BEEL,-79.241751,43.774327,BELLAMY RD. AT ELLESMERE RD.
13446212,-79.231756836,43.776436249,13540.0,S_MKEL,-79.231748,43.776429,ELLESMERE RD. AT MARKHAM RD.
13445760,-79.243842843,43.780154285,12990.0,S_BECO,-79.243834,43.780147,BELLAMY RD. AT CORPORATE DR.
13442606,-79.215595839,43.807799751,13774.0,S_SEBW,-79.215587,43.807792,SEWELLS AT BRENYON WAY
13443509,-79.217665862,43.798122393,13598.0,S_NSHE,-79.217657,43.798115,NEILSON RD. AT SHEPPARD AVE. E.
13462168,-79.384890021,43.677744968,1728.0,6335,-79.384882,43.677767,CRESCENT RD AT ROSEDALE RD WEST SIDE
13459028,-79.262333902,43.69304667,13424.0,S_KRBI,-79.262325,43.693039,KINGSTON RD. AT BIRCHMOUNT RD.
13456762,-79.268130023,43.706998942,13135.0,S_DABR,-79.268121,43.706992,BIRCHMOUNT RD. AT DANFORTH RD.
13452053,-79.246164069,43.737097293,13136.0,S_DAEG,-79.246155,43.73709,DANFORTH RD. AT EGLINTON AVE.
13449501,-79.255367207,43.753526949,13037.0,S_BRLW,-79.255358,43.753519,LAWRENCE AVE. E. AT BRIMLEY RD.
13455585,-79.27111724,43.714158194,13750.0,S_SCBI,-79.271108,43.714151,ST.CLAIR AVE. E. AT BIRCHMOUNT RD
13460017,-79.270918124,43.687759014,13430.0,S_KRWA,-79.270909,43.687772,KINGSTON RD. AT WARDEN AVE.
13441963,-79.215076388,43.818768167,13523.0,S_MFIN,-79.21507,43.818731,MORNINGSIDE AVE. AT OLD FINCH AVE.
13446827,-79.251498432,43.772142024,13241.0,S_ELMC,-79.251489,43.772135,ELLESMERE RD. AT MCCOWAN RD.
13445553,-79.23389047,43.781746655,13568.0,S_MPRG,-79.233881,43.781739,PROGRESS AVE. AT MARKHAM RD.
13449830,-79.265052497,43.751521702,13485.0,S_LWMD,-79.265043,43.751514,MIDLAND AVE. AT LAWRENCE AVE. E.
13444590,-79.237058519,43.789554466,13543.0,S_MKMI,-79.237049,43.789547,MILNER AVE. AT MARKHAM RD.
13453221,-79.277859535,43.729962108,12999.0,S_BIEG,-79.27785,43.729955,EGLINTON AVE. E. AT BIRCHMOUNT RD
13443955,-79.234931562,43.794662194,13662.0,S_PRSH,-79.234922,43.794655,PROGRESS AVE. AT SHEPPARD AVE. E.
13442839,-79.226687592,43.805182688,13550.0,S_MLTP,-79.226678,43.805175,MCLEVIN AVE. AT TAPSCOTT RD.
13462163,-79.539014642,43.67983519,13361.0,S_ISEG,-79.539005,43.679829,ISLINGTON AVE. AT EGLINTON AVE. W
13451185,-79.632460652,43.747759822,14973.0,S_ALCP,-79.632451,43.747752,ALBION RD. AT CLAIREPORT CRES.
13455284,-79.28276667,43.716181333,13904.0,S_WAFA,-79.282757,43.716174,WARDEN AVE. AT FAIRFAX CRES.
13445175,-79.256475693,43.785381536,13509.0,S_MCMI,-79.256466,43.785374,MCCOWAN RD. AT MILNER AVE.
13450484,-79.284836745,43.74751869,13435.0,S_LABR,-79.284827,43.747512,LAWRENCE AVE. AT BIRCHMOUNT RD.
13458963,-79.277290756,43.693646835,13145.0,S_DDAN,-79.277281,43.693639,DANFORTH AVE AT DANFORTH RD
13458308,-79.274835777,43.697177449,13915.0,S_WDNF,-79.274826,43.69717,WARDEN AVE. AT DANFORTH RD.
13456330,-79.290930923,43.709851364,13763.0,S_SCPH,-79.290921,43.709844,ST.CLAIR AVE. E. AT PHARMACY AVE.
13441850,-79.206202905,43.821053255,13473.0,S_LROF,-79.206193,43.821045,LITTLE'S RD. AT OLD FINCH
13461728,-79.298023939,43.678885382,13492.0,S_MAKI,-79.298014,43.678878,MAIN ST. AT KINGSTON RD.
13443499,-79.241041978,43.798555592,13544.0,S_MKNG,-79.241032,43.798548,MARKHAM RD. AT NUGGETT AVE.
13444901,-79.268312034,43.787578239,13780.0,S_SHBR,-79.268302,43.787571,SHEPPARD AVE. E. AT BRIMLEY RD.
14074105,-79.291464067,43.726996283,13225.0,S_EGLB,-79.291454,43.726989,EGLINTON AVE. E. AT LEBOVIC AVE.
13442174,-79.237137058,43.814217802,13857.0,S_TAFI,-79.237127,43.81421,TAPSCOTT RD. AT FINCH AVE. E.
13453588,-79.287616161,43.727846986,13236.0,S_EGWA,-79.287606,43.72784,EGLINTON AVE. E. AT WARDEN AVE.
14249068,-79.228068244,43.829343155,13773.0,S_SEAS,-79.228058,43.829336,SEASONS DR. AT CANOE CRES.
13447843,-79.281078252,43.76580202,13239.0,S_ELKE,-79.281068,43.765795,ELLESMERE RD. AT KENNEDY RD.
13463494,-79.305775296,43.668757076,13683.0,S_QUWB,-79.305765,43.668749,QUEEN ST.E. AT WOODBINE AVE.
13442631,-79.232633339,43.807651437,13856.0,S_TACR,-79.232623,43.807644,TAPSCOTT RD. AT CROW TRAIL
13450818,-79.294730397,43.745376512,13445.0,S_LAWA,-79.29472,43.74537,LAWRENCE AVE. E. AT WARDEN AVE.
13457585,-79.296930434,43.702256848,13316.0,S_GOWR,-79.29692,43.70225,GOWER ST. AT DAWES RD.
13447496,-79.271110442,43.767924951,13521.0,S_MELL,-79.2711,43.767918,MIDLAND AVE. E. AT ELLESMERE RD.
13461342,-79.284060442,43.680811436,13896.0,S_VPKR,-79.28405,43.680804,VICTORIA PK. AVE. AT KINGSTON RD.
13459236,-79.315855497,43.692805041,13940.0,S_WMOR,-79.315845,43.692798,WOODBINE AVE. AT MORTIMER AVE.
13452791,-79.289730523,43.733080557,12998.0,S_BEWA,-79.28972,43.733074,BERTRAND AVE. AT WARDEN AVE.
13463787,-79.31259357,43.66724465,13408.0,S_KGTN,-79.312583,43.667237,QUEEN AT KINGSTON
13460223,-79.286576583,43.686904951,13306.0,S_GEVP,-79.286566,43.686897,GERRARD ST. E. AT VICTORIA PK.AV
14038170,-79.292218325,43.814578958,14724.0,S_MDMN,-79.292208,43.814564,MIDLAND AVE AT MCNICOLL
13459445,-79.288358609,43.691232336,13141.0,S_DAVP,-79.288348,43.691225,DANFORTH AVE AT VICTORIA PARK AVE
13462643,-79.307926627,43.673928506,13416.0,S_KIWO,-79.307916,43.673921,KINGSTON RD. AT WOODBINE AVE.
13445476,-79.288263729,43.783286859,13420.0,S_KNSH,-79.288253,43.78328,KENNEDY RD. AT SHEPPARD AVE. E.
13444619,-79.25883875,43.789620159,13514.0,S_MCSH,-79.258828,43.789613,MCCOWAN RD. AT SHEPPARD AVE. E.
13448199,-79.291362823,43.763427113,13000.0,S_BIEL,-79.291352,43.76342,BIRCHMOUNT RD. AT ELLESMERE RD.
20364357,-79.251020568,43.833451834,15030.0,S_SEMK,-79.25101,43.833436,MARKHAM AND SELECT
13448838,-79.310188901,43.759031293,13643.0,S_PHEL,-79.310178,43.759024,PHARMACY AVE. AT ELLESMERE RD.
13448519,-79.300751924,43.761193442,13247.0,S_ELWA,-79.300741,43.761187,ELLESMERE RD. AT WARDEN AVE.
301,-79.270436,43.750475,14248.0,14729,-79.270435,43.750534,LAWRENCE EAST STATION
13454107,-79.302645014,43.724723021,13234.0,S_EGVP,-79.302634,43.724716,EGLINTON AVE. E. AT VICTORIA PARK
13456719,-79.311017029,43.707904549,13132.0,S_CURI,-79.311006,43.707898,CURITY AVE. AT O'CONNOR DR.
13453978,-79.297515057,43.725651096,13642.0,S_PHEG,-79.297504,43.725644,PHARMACY AVE. AT EGLINTON AVE. E.
13443810,-79.261514068,43.796124386,13504.0,S_MCCO,-79.261503,43.796117,COMMANDER BLVD. AT MCCOWAN RD.
13445219,-79.278570092,43.785348047,13574.0,S_MSSH,-79.278559,43.785341,MIDLAND AVE. AT SHEPPARD AVE. E.
13459805,-79.329803108,43.689881188,13712.0,S_ROOS,-79.329792,43.689874,ROOSEVELT RD. AT MORTIMER AVE.
13441620,-79.251189148,43.836598984,13545.0,S_MKST,-79.251178,43.836592,MARKHAM AT STEELES
